Antonio J. Fernández,98885fe4-5531-4b10-b947-794b5167f52f,0
Maria Teresa Hortalá-González,98885fe4-5531-4b10-b947-794b5167f52f,1
Fernando Sáenz-Pérez,98885fe4-5531-4b10-b947-794b5167f52f,1
Antonio J. Fernández,c24d219b-1089-46d5-bba4-a8271db9a05c,0
Antonio J. Fernández,6ba44033-9970-4c78-96d9-22f0c70e4c36,1
Fernando Sáenz-Pérez,c24d219b-1089-46d5-bba4-a8271db9a05c,1
Kathryn Francis,2a09c523-6c1c-4dfa-a3e5-6451d722b15b,1
Sebastian Brand,2a09c523-6c1c-4dfa-a3e5-6451d722b15b,1
Peter J. Stuckey,2a09c523-6c1c-4dfa-a3e5-6451d722b15b,0
Kathryn Francis,8ea9af91-123b-4160-af68-f7565f88b719,1
Sebastian Brand,9cd0d720-adce-4bfb-9a8b-4a0e5ae67b3c,1
Sebastian Brand,7b212a93-d5ed-46a8-95f7-790b33117131,1
Sebastian Brand,c886078a-f7c0-4e51-ac7d-9b147d0c792e,1
Sebastian Brand,d6874d6b-9577-4805-aa8a-69f742ceaa8a,1
Peter J. Stuckey,8ea9af91-123b-4160-af68-f7565f88b719,0
Peter J. Stuckey,496d0fae-bc87-4b37-95e0-de9616464ea8,0
Peter J. Stuckey,71f48c4f-4f14-41eb-a838-2adbcf9350ec,0
Peter J. Stuckey,09308b99-e185-429a-bd46-132f612598ef,0
Peter J. Stuckey,1a7616e5-7686-4ded-b918-93d63b0fd9ec,0
Peter J. Stuckey,2138b8bb-ac33-4d5b-a6c5-b5dd9ef1bc81,0
Peter J. Stuckey,2712d682-79d8-416a-816a-d88e16c735a4,0
Peter J. Stuckey,29a29201-37c4-4766-86a7-f00bdc3249d2,0
Peter J. Stuckey,33801b82-b556-4ee6-8fae-b4370228f384,0
Peter J. Stuckey,5c420e30-6c16-4458-81eb-11b928f480b3,0
Peter J. Stuckey,75a9cba4-e236-47f0-848a-a1b11de485ec,0
Peter J. Stuckey,85381c29-1c51-4cb6-98b5-d0863c849b63,0
Peter J. Stuckey,9f23cb16-7bed-43a6-a983-d215a037c276,0
Peter J. Stuckey,cba4307a-5004-44e6-b3b2-6f671bfb9e60,0
Peter J. Stuckey,dbcc949a-c6a0-4330-8a19-d8800123b1f8,0
Peter J. Stuckey,dc2f6457-3811-4349-9eff-325afaf74fc5,0
Peter J. Stuckey,f144ecce-d2a7-4936-946a-ed2925e5921c,0
Peter J. Stuckey,a862732b-f032-4a4c-b58f-a6ea0557c399,0
Peter J. Stuckey,d1441720-c3d3-4d71-b713-bbf4b02c4e24,0
Peter J. Stuckey,10528455-0deb-47f9-9283-f34d2678fb94,0
Peter J. Stuckey,5dcc2f2a-2be3-49c3-a90e-da5aa431a2eb,0
Peter J. Stuckey,9cd0d720-adce-4bfb-9a8b-4a0e5ae67b3c,0
Peter J. Stuckey,ef210e5d-f8c3-444c-9f37-fa8a80f819b5,0
Peter J. Stuckey,20d0efe0-a853-4755-8d32-8c51856c34f2,0
Peter J. Stuckey,46df37cd-5107-4ca7-b1bf-c3075de6ad0c,0
Peter J. Stuckey,66230d82-d1f9-4eb6-ab5c-82ddc4c991da,0
Peter J. Stuckey,7b212a93-d5ed-46a8-95f7-790b33117131,0
Peter J. Stuckey,b63398b7-03ea-404d-a720-b02dc7e3c9f2,0
Peter J. Stuckey,b92bc7d2-d8dc-4682-bccc-a24f4948dc61,0
Peter J. Stuckey,c886078a-f7c0-4e51-ac7d-9b147d0c792e,0
Peter J. Stuckey,d3949101-363d-4603-b8ca-07f4b2bfaae8,0
Peter J. Stuckey,f142a2c6-7f6b-4ae4-a428-1199f69e3858,0
Peter J. Stuckey,fefd2e79-ee81-472d-8e33-0e949af6f592,0
Peter J. Stuckey,47706641-11f6-4fea-8419-4ebc65fa0ca4,0
Peter J. Stuckey,c0f62e73-10d2-4f4b-bea9-286def61f7d2,0
Peter J. Stuckey,d6874d6b-9577-4805-aa8a-69f742ceaa8a,0
Peter J. Stuckey,f41e5714-6ec3-4b01-ae73-8acc53caac80,0
Peter J. Stuckey,e9c188ca-f102-49bd-b0fd-7c627ea133ec,0
Peter J. Stuckey,bd084ea2-e875-48f7-9f03-1f309f06eec2,0
Peter J. Stuckey,9b6c9b2a-6d94-4a18-8549-74eb82258c4d,0
Peter J. Stuckey,24e924df-06df-48c3-a346-875d0b83d993,0
Peter J. Stuckey,63e6a68a-9cbf-46b0-b6ae-a95e9e4504e2,0
Simon Brockbank,c4fb44bf-eaec-4cba-803d-5ef47c7e670b,1
Gilles Pesant,c4fb44bf-eaec-4cba-803d-5ef47c7e670b,1
Louis-Martin Rousseau,c4fb44bf-eaec-4cba-803d-5ef47c7e670b,0
Gilles Pesant,02b1af18-1d17-45fe-96a0-917eed8ce27d,0
Gilles Pesant,7cb18b21-769c-48cf-8737-e4ec7add092a,0
Gilles Pesant,a3c6a0cd-5638-4007-b9d2-993de7a3a9bc,0
Gilles Pesant,5fbfbb95-1e8b-418d-a5da-18a702dc0d7b,1
Gilles Pesant,8b0b6a49-69e8-4880-ace7-013db5cb14c0,1
Gilles Pesant,02b47809-61fc-472f-be3d-2007acfaf5e5,1
Gilles Pesant,8c21330e-93f0-42d5-a961-92253fbbe41e,1
Louis-Martin Rousseau,47dfebb9-522b-4cc7-abe9-f4bfab632867,0
Louis-Martin Rousseau,3e4187ab-c4ba-497f-b221-c71747bc38e7,0
Louis-Martin Rousseau,2eefcc19-ad01-4cfa-a3c5-f3f880b79589,1
Louis-Martin Rousseau,5fbfbb95-1e8b-418d-a5da-18a702dc0d7b,0
Louis-Martin Rousseau,87a34194-ce7b-4329-8b9c-16a2230358a3,1
Louis-Martin Rousseau,3fb28096-7468-4f51-81bb-a31a0de52e85,0
Louis-Martin Rousseau,8b0b6a49-69e8-4880-ace7-013db5cb14c0,0
Louis-Martin Rousseau,e72d04bb-a420-4277-94eb-fce482f61ff9,1
Louis-Martin Rousseau,02b47809-61fc-472f-be3d-2007acfaf5e5,0
Louis-Martin Rousseau,361d8620-b4df-4964-a989-96f63123d7fe,1
Louis-Martin Rousseau,8c21330e-93f0-42d5-a961-92253fbbe41e,0
Kevin Leo,0fb82e0f-c67a-480a-8099-9c71b0f255fb,1
Christopher Mears,0fb82e0f-c67a-480a-8099-9c71b0f255fb,1
Guido Tack,0fb82e0f-c67a-480a-8099-9c71b0f255fb,1
Maria J. García de la Banda,0fb82e0f-c67a-480a-8099-9c71b0f255fb,0
Christopher Mears,e9bda434-60ba-472a-bd03-96e34d43b356,1
Christopher Mears,6d7af6f9-c9b6-48d6-97a5-8f261e9d462e,1
Christopher Mears,0937ae09-e25c-45f0-984e-ef9ce38d2b31,0
Christopher Mears,7c4990d9-85b0-4fcb-a5b4-e66d5588bd2a,1
Christopher Mears,f142a2c6-7f6b-4ae4-a428-1199f69e3858,1
Christopher Mears,53748713-67b3-4153-9555-2c03941b9cb7,1
Christopher Mears,ebf986d4-ef45-4499-9051-2df08cce8642,1
Guido Tack,6d7af6f9-c9b6-48d6-97a5-8f261e9d462e,1
Guido Tack,09308b99-e185-429a-bd46-132f612598ef,1
Guido Tack,bcc8e65c-ae07-4f13-85a9-a37d6b8063f4,0
Guido Tack,d6874d6b-9577-4805-aa8a-69f742ceaa8a,1
Guido Tack,f41e5714-6ec3-4b01-ae73-8acc53caac80,1
Guido Tack,ebf986d4-ef45-4499-9051-2df08cce8642,1
Guido Tack,bd084ea2-e875-48f7-9f03-1f309f06eec2,1
Guido Tack,63e6a68a-9cbf-46b0-b6ae-a95e9e4504e2,1
Maria J. García de la Banda,6d7af6f9-c9b6-48d6-97a5-8f261e9d462e,0
Maria J. García de la Banda,924d8a7e-5b3c-4d3b-bdc9-2dc2cd2d42d7,0
Maria J. García de la Banda,cba4307a-5004-44e6-b3b2-6f671bfb9e60,1
Maria J. García de la Banda,dc2f6457-3811-4349-9eff-325afaf74fc5,1
Maria J. García de la Banda,fdb14d50-3721-425f-a84a-02da27d31c8d,0
Maria J. García de la Banda,46df37cd-5107-4ca7-b1bf-c3075de6ad0c,1
Maria J. García de la Banda,7c4990d9-85b0-4fcb-a5b4-e66d5588bd2a,0
Maria J. García de la Banda,d3949101-363d-4603-b8ca-07f4b2bfaae8,1
Maria J. García de la Banda,f142a2c6-7f6b-4ae4-a428-1199f69e3858,1
Maria J. García de la Banda,fefd2e79-ee81-472d-8e33-0e949af6f592,1
Maria J. García de la Banda,53748713-67b3-4153-9555-2c03941b9cb7,0
Maria J. García de la Banda,ebf986d4-ef45-4499-9051-2df08cce8642,0
Mohamed Siala,8edf2084-d0a6-40a0-8a73-b259190e916e,1
Emmanuel Hebrard,8edf2084-d0a6-40a0-8a73-b259190e916e,0
Marie-José Huguet,8edf2084-d0a6-40a0-8a73-b259190e916e,1
